Date,Regime-Aware,Static HRP,MVO MaxSharpe,Buy-and-Hold
2021-01-01,0.9998705238467915,1.004427132486004,0.9998705238467915,1.00377682374835
2021-01-04,1.0093490163180687,1.0149859159192836,1.0093490163180687,1.0143669187988367
2021-01-05,1.0049977767348914,1.0202225697163065,1.0049977767348914,1.01943839512138
2021-01-06,1.0061910487148042,1.0130057312012326,1.0061910487148042,1.0128261315828244
2021-01-07,1.0044899758878383,1.0083053936677253,1.0044899758878383,1.009930362897604
2021-01-08,1.019298517438675,1.0288697285249018,1.019298517438675,1.030515479034453
2021-01-11,1.0217477773220858,1.0415149212844466,1.0217477773220858,1.0424634789158467
2021-01-12,1.0231808051403155,1.0454973341954867,1.0231808051403155,1.0476948604968124
2021-01-13,1.0188328206586879,1.0449939136254327,1.0188328206586879,1.0484886448406356
2021-01-14,1.0200819522130604,1.0483847304605247,1.0200819522130604,1.0501473630324434
2021-01-15,1.0053795499995486,1.0359615389931431,1.0053795499995486,1.03705508868854
2021-01-18,0.9789999193842231,1.0205796815258532,0.9789999193842231,1.019882782902319
2021-01-19,1.0006939900022582,1.0338315108000031,1.0006939900022582,1.0341272508697326
2021-01-20,1.0055062197021676,1.0417322409339342,1.0055062197021676,1.0433956558835356
2021-01-21,1.0016429924679828,1.0372055298418597,1.0016429924679828,1.0387477816732147
2021-01-22,0.9819895298941713,1.0267307581744745,0.9819895298941713,1.025207556319513
2021-01-25,0.9790692391550051,1.0223700890795901,0.9790692391550051,1.0198043086507376
2021-01-27,0.953769137662558,1.0069174081135717,0.953769137662558,1.0028938910443999
2021-01-28,0.9515470982854998,0.9921719151734608,0.9515470982854998,0.9918556543684878
2021-01-29,0.9432330871376033,0.9756753287167224,0.9432330871376033,0.9749405203305731
2021-02-01,0.9747777171264185,1.0013642581317679,0.9747777171264185,1.0067568391701576
2021-02-02,0.9927374058234932,1.0201459042918455,0.9954310515530986,1.0262141987831432
2021-02-03,1.0027775140212345,1.0310163698420503,1.013732937081251,1.0364445846714914
2021-02-04,1.0155960164546458,1.0424793557243124,1.0293572932880306,1.049439042124594
2021-02-05,1.014109954194098,1.043894454875379,1.032227087780636,1.0470909177684704
2021-02-08,1.0247575027859983,1.053155348618212,1.0436521105016054,1.0583342387756016
2021-02-09,1.023561910131059,1.050722366470292,1.0419258583331457,1.057252644994243
2021-02-10,1.0227356897034783,1.0502617292123857,1.0434617195818356,1.0560931281056216
2021-02-11,1.028582839015834,1.0560949111526463,1.054863030003306,1.0617570319930714
2021-02-12,1.024202326707679,1.0502279470033224,1.04984056192021,1.057691906913229
2021-02-15,1.03320741306034,1.0552595502139153,1.0613194963190735,1.068119950313895
2021-02-16,1.0329868865782788,1.0540202922840671,1.0649565710587234,1.0671974574121554
2021-02-17,1.0231479946607906,1.0422432142875668,1.0570536316364603,1.0573962992174712
2021-02-18,1.0236734254952085,1.0407736968858758,1.0583067882245643,1.0579540548507576
2021-02-19,1.0119441619824376,1.0326716286071835,1.0432705323494371,1.0443407850318625
2021-02-22,0.9893706931921881,1.0094176011975935,1.0183160073737625,1.0212092368853143
2021-02-23,0.9945345543631923,1.0135916226129948,1.032773415663513,1.0269590800661075
2021-02-24,1.008232677741442,1.0248656781640915,1.0458798085548375,1.042201122188851
2021-02-25,1.016447271370409,1.0313430741316916,1.0566747818668332,1.0512557469995967
2021-02-26,0.9825167746096749,1.0002644229387279,1.0180921167866506,1.0142487173620969
2021-03-01,0.9961865991052284,1.012946241314533,1.0343483964794566,1.0289141339524503
2021-03-02,1.0069960468916668,1.0254897350764518,1.0341544928129676,1.0393768497557296
2021-03-03,1.0229027786345228,1.0431169905623308,1.0616815139781395,1.058893231978427
2021-03-04,1.0161226072136345,1.038165468507458,1.054644303004122,1.0510101113810444
2021-03-05,1.0076203812667968,1.0278226485563386,1.0458197535904694,1.0425265665933883
2021-03-08,1.009727859980278,1.027202123734446,1.0480071278335938,1.044337848982552
2021-03-09,1.0135235222129864,1.0338325800228096,1.0519466854435076,1.0511875587783874
2021-03-10,1.020920090354098,1.0416023089284128,1.05962366103329,1.0577771280567274
2021-03-12,1.0080018484988382,1.031502104139602,1.0462156824283866,1.0482715350438263
2021-03-15,0.9929774250139729,1.024235780119101,1.0306216758373068,1.0404143971039586
2021-03-16,0.9948955422837072,1.0296017029767688,1.032612509853456,1.0438463268626192
2021-03-17,0.9714931115288317,1.0157159124883226,1.0083228817152161,1.028379736276909
2021-03-18,0.9560161913220525,1.0044623588870218,0.9922592240342909,1.0175719773420364
2021-03-19,0.969010102360435,1.0184046585908242,1.0057457404773715,1.0303706968065522
2021-03-22,0.9690887848144257,1.0241391152714763,1.0058274058209615,1.0326969315634127
2021-03-23,0.9714708664984975,1.026767439718251,1.0082997933651041,1.0357505685698203
2021-03-24,0.9553859504443301,1.0112188346795241,0.991605090422371,1.0178253557449852
2021-03-25,0.9445363832228034,0.9921157709750584,0.9803442108995541,0.9980373653047949
2021-03-26,0.9538669824485992,1.0021409278250446,0.9900285376207993,1.006700291915882
2021-03-30,0.9703638370356742,1.025396018535884,1.007150795883958,1.0277674679005446
2021-03-31,0.9627638002411774,1.021389206300643,0.9992626380464732,1.0223429919344584
2021-04-01,0.9809533229665788,1.0302485499356857,1.0181417343095833,1.0329918088684973
2021-04-05,0.9606184036354782,1.0178078919081708,0.9970359084256359,1.0181848699433398
2021-04-06,0.966038275613607,1.022081673750213,1.002661250352059,1.0208325737582216
2021-04-07,0.9775710684549983,1.0325208012628992,1.0146312569059464,1.0317582226294728
2021-04-08,0.9726745215064092,1.0312336925762933,1.0095490795121351,1.0299624136095828
2021-04-09,0.9737320990794094,1.0357896123809356,1.0106467503585777,1.0308508421676579
2021-04-12,0.9462978817479785,1.0076838192946258,0.9821724886793594,0.9974986399259531
2021-04-13,0.9596307677977349,1.0111871312983154,0.996010830839207,1.004998993157152
2021-04-15,0.9710321091155327,1.0199079768364563,1.0078444024791429,1.0133640987784895
2021-04-16,0.9745487911508093,1.029742456462338,1.0114944036184264,1.0212234719802489
2021-04-19,0.9626140863591396,1.0201299432164503,0.9991072484393032,1.0087679492005446
2021-04-20,0.9743968739572557,1.022152713809448,1.011336727171143,1.01047063250817
2021-04-22,0.984098179618026,1.0294481895418086,1.021405813986256,1.018356351281262
2021-04-23,0.9733806299807384,1.0202345119643232,1.0102819568976666,1.0107657035792368
2021-04-26,0.984010508410253,1.0283938148071827,1.0213148191209132,1.0205564437463726
2021-04-27,0.9946904898212211,1.0370123060755587,1.0323996837536902,1.029118416132385
2021-04-28,1.0155352107572104,1.0495757106825943,1.0540346380660786,1.0430945323656196
2021-04-29,1.0252724216983997,1.0537520742439332,1.064140991348026,1.0481866578465444
2021-04-30,1.0262986288360725,1.0451589276494826,1.0652061024908797,1.0406552279080363
2021-05-03,1.027252100247291,1.046725824765972,1.066195720460975,1.0406768720964719
2021-05-04,1.01736578000148,1.0368036013430044,1.0559346050690932,1.0326202999775147
2021-05-05,1.0362225793871565,1.0512504773889135,1.0755062747709703,1.0465912078989656
2021-05-06,1.0374468917654538,1.058088075365406,1.0767770014192135,1.0529861950046797
2021-05-07,1.0377925876155072,1.0623507833898846,1.0771358027648805,1.0565932549567565
2021-05-10,1.0540457853568288,1.0730687019570968,1.0940051670343052,1.0661825132888756
2021-05-11,1.0578708669987658,1.0682002918489044,1.097975259357373,1.063047073526433
2021-05-12,1.0445993891400291,1.0560698234504484,1.0842006534025435,1.0498162073085624
2021-05-14,1.0359734212743716,1.053400548336995,1.0752476709545309,1.0453687702108192
2021-05-17,1.0514970605952447,1.0648738658894525,1.0913598188935911,1.0585964859962105
2021-05-18,1.0651760644720487,1.0744052246887044,1.1055574003734505,1.0699605624339368
2021-05-19,1.0649142163155354,1.0727406728730597,1.1052856254276335,1.0678238937208375
2021-05-20,1.05189761706162,1.0629124147450106,1.0917755606478787,1.0569568599341055
2021-05-21,1.0636594086749325,1.0765953732386602,1.1039832474270526,1.0719716305286915
2021-05-24,1.0661851767136563,1.0795254087206363,1.1066047685445233,1.075079993480052
2021-05-25,1.0713954015222298,1.0817456322925072,1.1120125154765599,1.0773535198411905
2021-05-26,1.0768121487150228,1.0899599285815127,1.1176346141555353,1.0859055993744977
2021-05-27,1.071046600524684,1.090827255454488,1.1116504912657685,1.0870200259519596
2021-05-28,1.0616235015920967,1.0874220889576829,1.1018701581294466,1.0838281305551194
2021-05-31,1.078032705468744,1.0997835619344676,1.118901442801672,1.0965258396954172
2021-06-01,1.0842758572959275,1.1025112544665665,1.1253812755114116,1.1000011704708086
2021-06-02,1.08809161227561,1.1005374426514831,1.129341687593982,1.0983885591332556
2021-06-03,1.0954276209669762,1.1051444052130948,1.1369558078962099,1.1059074011973593
2021-06-04,1.0957497555742925,1.1024902369869733,1.137290154781118,1.1046871308436637
2021-06-07,1.0916155739758664,1.1056447166096506,1.1329992443738388,1.1074454097902962
2021-06-08,1.0929558904116203,1.1095761059501512,1.13439037284904,1.1101554123154642
2021-06-09,1.0815201500950005,1.1012174047801195,1.1225210981277247,1.1012332443728468
2021-06-10,1.0977536627937243,1.1131120170355686,1.1393700310851378,1.1133928759197413
2021-06-11,1.1072817719735042,1.1194860975137488,1.1492593554575297,1.1186622576228322
2021-06-14,1.1113546795301317,1.1227106165194816,1.1534866688946734,1.1226663083316744
2021-06-15,1.1118036302777634,1.1243224357733417,1.1539526395806496,1.1254159520460774
2021-06-16,1.1057071427652148,1.1218755687551003,1.1476250313001133,1.1227730138427288
2021-06-17,1.0949753694880884,1.1160023860834627,1.1364864113466715,1.1168281822688166
2021-06-18,1.0911176043195714,1.1162219701409986,1.1324823964488426,1.1141202650466593
2021-06-21,1.094399974027484,1.1169336111315133,1.1358892023679588,1.1148274180058089
2021-06-22,1.0921837029095938,1.122085254982444,1.1335889113481528,1.1201448933922535
2021-06-23,1.0893497755851687,1.1163864332230007,1.1306475484785397,1.114875488983091
2021-06-24,1.0884672615174518,1.1244821023929863,1.1297315778788983,1.1233411350016276
2021-06-25,1.0941080321451917,1.1285375508030133,1.1355861928287734,1.1285172777770842
2021-06-28,1.099315686509025,1.1286302874028853,1.140991271869276,1.1282344128970159
2021-06-29,1.0943576515077515,1.1260195116673901,1.1358452753811883,1.122864521992967
2021-06-30,1.0887577003133329,1.1242257695499578,1.1300330273489456,1.1207830312818758
2021-07-01,1.096023201889681,1.125876920288435,1.137573967577581,1.121145745426746
2021-07-02,1.101258552429562,1.127579458469741,1.1430077927694597,1.1234354691674882
2021-07-05,1.108259268161584,1.132622528625406,1.1502739089953102,1.1303061098236766
2021-07-06,1.1090156731250513,1.1292524264048935,1.1510589896340262,1.1275719491599887
2021-07-07,1.1073688562054622,1.1313460587896818,1.1526856497252231,1.1286026256022652
2021-07-08,1.0947426430686824,1.1184464577311126,1.1333284160480281,1.1155858033922355
2021-07-09,1.091050160411908,1.1146740239323099,1.13346583287915,1.1119618150379948
2021-07-12,1.0918100860209998,1.1154504037609474,1.1395561368009346,1.1134424972951538
2021-07-13,1.0969686495153006,1.120720662578133,1.1518745761182931,1.1205705639499863
2021-07-14,1.1039717494822265,1.1278753965247248,1.1502325011955232,1.1276523535241216
